PseudoID,M546980,M500458,M545731,M533840,M568671,M500312,M555496,M595483,M545313,M582014,M551262,M589819,M599421,M537226,M594455,M555258,M528662,M540101,M557500,M592855,M592593,M537130,M550040,M521338,M549904,UniSp4,M527219,M575624,M513552,M512914,M510218,M503257,M589283,M528205,M556038,M534459,M568363,M578371,M554956,M504849,M533067,M567468,M571201,M560046,M543625,M578816,M569912,M527306,M575600,M583270,M587063,M539339,M500786,M511006,M542419,M526581,M564991,M500850,M583234,M598640,UniSp6,M581305,M558622,M596656,M519895,M508663,M562884,M555824,M575307,M595344,M577494,M562618,M520731,M521662,M585231,M580497,M534697,M525015,M550367,M569679,M583617,M592847,M581022,M501655,M579984,M500673,M526839,M573575,M589482,M515950,M540958,M575100,M562636,M588194,M566284,M596452,M517081,M562598,M528263,M558234,M581923,M585191,M540969,M588021,M527905,M593461,M516970,M598858,M527197,M519103,M547854,M554022,M579664,M552528,M551175,M548578,M559102,M566199,M575036,M547368,M532769,M551773,M540935,M553208,M511260,M501735,M530657,M595841,M555060,M545577,DiseaseSubtypeFull,DiseaseSubtype
S1310,3.8622,3.3162,9.7712,12.4156,2.4182,-0.7948,-2.4958,6.7342,4.9812,1.4082,0.3902,8.3062,4.7642,3.7872,3.3672,9.0142,11.372,-4.2568,4.1572,4.7442,4.5392,6.1312,6.5672,5.5822,1.2222,-1.1848,3.4542,5.2722,-2.8678,-1.9148,3.8972,1.2802,-7.4508,4.6552,0.3962,2.2502,5.3162,4.3152,5.7502,5.4782,5.1712,6.1092,-2.9448,5.1912,5.8272,1.3652,5.0622,16.0466,2.5052,6.2812,2.8322,3.4462,4.6302,5.9432,0.4152,12.1288,3.9742,8.0472,4.4032,7.0662,-10.7098,9.0132,4.8972,2.4422,4.3432,7.7962,0.4472,2.7992,4.3182,3.7402,5.4082,14.8358,7.5152,0.8812,4.7702,3.8012,12.0314,2.2762,4.7662,3.8332,6.5522,5.0262,2.8152,0.5642,0.3362,-0.7718,7.1152,5.9712,6.3622,-0.6788,2.1112,3.3152,9.1142,-1.4908,8.3512,9.0442,4.7672,4.9082,5.7072,1.0632,3.5882,2.3572,6.5702,6.5002,-2.6188,6.0832,-0.8518,1.6332,2.7322,7.2442,11.974,7.7982,3.3742,4.7762,6.1312,10.9452,2.8742,13.3118,2.6082,1.6632,4.4102,2.6502,-3.9698,14.0366,4.0022,-1.7508,-0.2898,6.9582,-0.3988,6.1302,PPGL,4
S1003,0.8338,-2.0622,2.3088,3.8998,-0.9602,1.6358,-2.0072,8.8208,5.5198,-1.4002,-0.1882,8.3318,0.1238,0.9398,0.4418,6.9588,2.2958,-1.1942,4.9178,2.9238,2.6218,4.4848,5.6568,7.1278,1.6988,0.6708,0.6428,3.6098,-2.0232,-0.0302,5.5418,3.6058,-3.3092,3.2168,-1.8602,2.1498,3.8928,1.6768,3.2378,5.0768,3.2068,4.5928,-0.8272,2.9938,7.7128,0.6398,5.1268,5.0968,4.1618,2.8578,1.9798,0.9928,1.9738,7.3998,-0.9162,3.2098,-0.0142,4.2708,6.4338,5.4978,-8.2052,6.6058,11.9318,0.9618,2.2198,4.4918,-1.8812,3.5648,5.1158,2.8428,5.9718,8.3158,7.9858,0.6348,7.3068,2.9648,3.8378,-1.1662,4.8058,4.8068,2.9608,3.6428,0.1288,3.7288,0.6708,0.9718,6.1698,8.5578,6.3028,-3.6192,-0.1652,5.4918,4.7648,-1.8972,3.3438,2.3328,4.0268,7.6838,4.9978,0.4688,4.2818,-0.0112,1.3248,1.9958,-1.5082,4.1168,2.7198,3.6358,2.6968,6.7658,6.1878,5.6848,3.2438,1.5598,2.3728,5.6618,3.0308,5.0358,1.7538,1.9018,0.6038,4.3988,-2.5362,5.0168,4.3588,-2.8222,0.4438,5.4348,-3.0802,6.6808,PHT,2
S1050,1.6544,-0.2596,2.7244,4.6764,0.0174,13.1084,-2.0506,7.1364,3.8224,-0.8216,0.6334,7.2614,1.1274,1.8324,1.4794,11.3374,3.7744,-2.5946,4.0834,3.4104,1.3484,3.3324,6.1494,7.2174,1.2484,-1.1296,2.1024,3.1484,-1.7586,-0.8316,3.3114,3.3324,-6.6826,2.3754,-1.8076,2.5714,6.3234,1.3654,3.0444,5.5424,4.2584,5.6434,-1.9556,3.1764,4.8564,1.2544,5.4374,5.5584,3.0044,3.9694,0.4344,2.6484,2.8324,4.1924,0.2164,5.8994,1.7944,5.4454,5.3064,8.1744,-10.2086,7.3754,6.4854,1.6734,1.9494,4.1104,-0.9216,2.4354,6.8294,2.7304,5.8474,5.8214,4.7254,0.9994,3.2354,3.0934,4.0554,-0.7096,3.6074,3.6714,2.6074,3.7124,0.3744,-2.9016,1.1954,-0.0486,6.4164,3.8854,5.9064,-2.7536,1.0434,2.2564,4.9494,-1.1116,4.4294,3.6594,3.9184,2.4444,3.7504,-1.5116,4.0304,0.8814,2.6104,2.4564,-1.9306,5.2424,0.2924,3.0614,1.9434,4.7064,5.4474,7.7104,1.1454,3.1354,3.3414,6.9734,2.6504,13.3118,2.5334,2.3214,1.5034,4.0384,-3.2446,4.8574,4.2264,-1.9396,-1.2146,5.8664,-2.0846,5.1164,PHT,2
S1258,2.428,0.932,5.992,7.79,-0.503,0.66,-1.865,15.92,2.562,-0.439,0.978,6.727,1.13,2.149,2.188,10.931,10.372,-2.593,4.614,4.972,1.814,3.005,5.877,6.165,1.14,-1.019,1.957,3.438,-1.426,-0.748,3.54,2.372,-6.709,1.205,-1.366,2.135,5.358,0.991,4.183,3.455,5.312,4.562,-1.972,3.112,3.045,1.932,4.846,16.0466,2.17,3.673,0.801,1.62,3.247,3.21,-0.05,9.017,2.126,6.07,4.598,5.595,-10.437,6.168,9.719,2.651,2.284,4.134,-0.649,1.559,5.66,2.024,5.002,3.928,2.753,1.005,1.191,3.674,10.08,0.041,2.273,4.468,3.673,4.03,1.46,-4.781,1.516,-0.339,6.214,2.307,5.898,-2.253,1.385,0.408,8.731,-1.362,5.952,7.043,4.28,3.325,4.055,-0.653,3.2,1.515,3.306,3.531,-1.561,6.679,0.033,2.776,0.874,4.01,4.24,7.588,-0.612,3.669,3.66,8.615,2.533,13.3118,2.847,1.904,2.746,2.91,-3.166,6.24,2.706,-2.194,-1.736,4.826,-1.981,6.134,PHT,2
S1395,2.203,3.497,6.85,9.863,2.559,-0.194,-2.591,9.805,6.393,1.907,0.653,8.412,2.635,3.813,4.231,8.997,7.181,-3.596,4.752,4.748,2.921,6.046,7.953,5.815,0.776,1.484,4.008,3.144,-2.293,-1.198,3.141,2.512,-7.555,4.5,0.166,2.782,5.233,4.372,6.217,6.289,5.849,4.98,-2.938,5.203,6.091,1.281,4.714,10.169,5.931,5.441,2.196,4.35,5.052,5.566,0.277,10.959,4.618,6.531,5.949,9.174,-7.65,8.308,7.979,3.031,4.433,4.081,-0.096,3.021,5.146,2.38,7.494,9.317,8.004,1.652,6.584,4.183,7.125,0.928,6.658,3.441,3.491,5.296,2.548,0.227,1.449,-0.571,7.744,7.165,5.93,-0.135,2.843,3.046,9.615,-0.943,7.182,7.829,2.886,4.013,3.859,0.625,3.838,2.855,6.001,6.295,-2.771,6.192,-1.082,2.239,3.279,7.255,7.785,7.064,3.255,4.683,5.682,9.195,2.769,9.657,2.742,2.934,5.167,3.339,-3.946,7.778,5.774,-0.936,0.931,7.471,0.358,5.452,PHT,2
S1030,2.2032,1.0462,3.9852,12.4156,0.7352,-0.9308,-1.4178,4.9452,3.7372,-0.6308,0.9742,12.1914,1.8932,2.3162,2.1922,13.7836,2.8152,-3.6248,3.6942,3.6172,2.7382,2.8472,6.7892,5.6162,1.6162,-3.1688,2.3112,3.7242,-2.3788,-2.1998,3.1012,1.5262,-7.1118,5.4732,-0.8228,2.4792,6.1412,1.4942,10.2926,2.5532,4.5842,4.1512,-2.5038,3.1602,12.243,1.7542,3.8882,16.0466,0.1312,2.6572,0.6262,2.3382,3.4412,3.4562,0.0052,2.7732,1.5552,5.0742,3.7082,7.3202,-12.5338,7.3212,5.5772,1.4242,3.6992,5.7792,0.0502,1.8112,10.8486,2.6912,3.9972,14.8358,4.1072,0.4412,3.6032,4.6422,3.5882,0.6702,4.5702,2.8442,3.6642,8.1868,1.9202,-0.7328,0.1662,-0.6298,4.9612,13.0294,13.193,-2.1508,1.8522,4.6142,5.6352,-1.8688,10.776,6.3622,4.7842,3.5402,4.4772,-0.8958,2.5192,1.4742,4.7262,3.4972,-2.7418,6.8392,-0.3348,2.0082,1.1392,3.7382,11.974,5.7882,2.1632,3.9072,4.5292,6.4872,3.5142,13.3118,2.2242,1.7822,1.8952,1.9942,-3.6588,5.9812,2.6502,-3.3588,-0.7638,11.625,-1.7498,3.6642,PHT,2
S1344,1.8974,-0.7046,2.7209,5.3049,-0.8456,0.4439,-1.9191,5.9409,3.0364,-1.0961,0.5194,6.4359,0.8594,1.4374,1.2759,4.3069,2.8589,-2.3281,4.6684,1.9839,1.9094,2.3539,4.3369,8.1674,1.5129,-2.0186,2.0409,2.8689,-1.7011,-1.0531,4.8539,1.8814,-6.4711,1.6394,-1.6071,2.5139,4.6424,1.7449,3.4769,4.0954,4.1734,4.1154,-1.8581,2.8109,3.0304,1.2124,4.6544,5.3219,2.0524,3.2544,0.3159,1.2759,2.4674,2.1834,-0.3661,6.5004,1.4159,4.9259,4.8249,6.4164,-11.3381,6.7239,3.9694,1.7674,1.8159,4.8789,-1.3041,1.5479,4.8174,2.0294,4.6459,4.5529,3.5759,1.0029,1.7279,3.3799,4.5284,-0.6861,2.3864,4.1024,2.6924,3.9699,0.5099,-4.8796,1.3924,-0.1006,7.1164,2.5954,4.4419,-3.0021,0.8339,0.7719,4.5219,-1.3326,4.8339,3.6959,3.8824,2.3084,3.1789,-1.5156,3.9914,0.5759,3.2684,2.9259,-1.9771,5.1459,0.2194,3.3644,0.5729,4.4754,5.7859,8.1704,-0.2461,2.6164,3.2499,7.2749,3.7049,7.4499,2.5559,2.1634,1.8774,3.2834,-3.3096,4.2324,2.1129,-2.5401,-0.8846,4.2734,-2.3536,6.5714,PHT,2
S1341,2.2182,-1.2588,2.1952,4.6202,-0.3288,0.4732,-2.0448,6.5582,4.4242,-1.4618,0.5682,12.1914,2.0132,1.3792,0.8902,7.4422,3.5132,-2.6078,5.5602,1.4242,1.5112,3.6792,5.7572,7.5422,1.1792,-1.4188,1.0822,2.5012,-1.9558,-0.6028,3.6692,2.4812,-6.1318,3.0472,-1.9708,2.8582,6.1062,1.4502,3.4152,5.6412,6.8732,3.9802,-1.9958,2.5952,3.9532,0.3732,5.0672,5.4692,2.3112,4.5282,-0.0998,1.3882,2.4412,4.2612,-0.4148,4.7722,1.3962,4.3122,5.3772,6.0212,-10.8578,6.0832,5.4482,2.4402,1.5282,3.8982,-1.3658,2.8312,4.1072,2.2182,5.1842,6.6542,6.0812,1.0182,4.1912,3.8762,3.8942,-1.1838,3.4812,4.3402,2.0842,3.0182,0.2082,-1.0528,0.7052,0.6542,4.9932,3.4212,6.0502,-3.1978,0.7422,3.0312,6.5372,-1.4628,4.2812,4.1722,3.7102,2.3212,8.6502,-1.9138,3.5952,0.4372,2.2802,1.8412,-2.0858,4.8512,0.7632,3.2392,2.8002,3.4872,5.2552,5.2592,1.2992,2.2592,3.6142,5.6672,2.8122,13.3118,1.5252,2.8562,1.6182,3.3222,-3.3018,6.6152,3.0592,-2.2388,-1.4958,6.4142,-2.7638,5.5552,PHT,2
S1126,2.0902,0.3542,2.8362,4.6742,0.0182,0.3042,-2.2148,7.9622,5.1082,-0.6938,0.8702,7.8602,1.1952,1.8532,2.0552,6.5212,4.4542,-2.4318,4.3032,2.5702,1.5142,4.2902,5.8252,5.7132,0.9332,-0.1998,2.2922,3.2972,-1.9618,-1.0048,3.2732,2.9632,-6.9648,2.8822,-1.3938,2.6142,5.3382,2.2062,3.8542,5.4182,4.7172,5.4332,-2.2758,3.1402,3.7022,1.4122,5.3332,6.4332,3.7122,4.3132,0.5792,2.0612,3.2162,5.4242,0.3492,5.0242,2.2712,5.1932,5.2522,7.7402,-9.4928,7.0212,6.3082,2.7462,2.2372,4.3812,-0.6848,3.0602,4.9542,2.3352,6.1452,6.8662,6.2712,1.5972,6.2692,4.1372,4.1872,-0.3938,4.1742,4.0152,2.6812,4.4492,0.7362,0.1422,1.7052,-0.1788,6.1622,6.5162,7.1082,-2.5078,1.6432,3.1802,6.3582,-0.8858,5.1232,3.5792,3.1812,3.0072,2.9782,-1.0748,4.5032,1.1672,4.2422,3.2072,-2.1758,5.3742,-0.5348,3.0182,3.0012,3.6802,4.8802,6.2702,1.0002,2.8322,3.9382,7.2122,3.1002,5.8022,1.9902,3.3502,2.6832,3.4482,-3.5578,5.6572,3.7892,-1.8328,-0.6148,6.0942,-1.7578,6.3272,PHT,2
S1379,1.4446,-0.9984,4.3196,8.1536,-0.4064,1.0926,-1.8954,15.92,5.2116,-1.4424,0.4096,7.4466,0.3686,1.2486,1.1656,7.3676,5.7986,-2.0944,4.7856,3.4326,1.0286,5.2686,4.9006,6.6836,1.6486,-0.3364,1.4456,3.0886,-1.7744,-0.6344,4.6046,3.5956,-5.5774,3.1956,-2.1844,2.7306,5.1986,2.0496,2.4906,5.9506,4.7186,4.2386,-1.4664,2.2936,4.7256,1.0516,4.6906,7.7146,2.8276,3.1316,-0.2384,1.4866,1.9666,5.1756,-0.8164,4.9626,1.0856,5.5136,5.5736,5.9976,-9.5194,6.8006,8.5116,2.0946,1.1406,4.4136,-1.2204,3.8946,5.6766,2.0206,6.4146,6.8746,7.2856,1.4256,5.4826,3.8266,6.4226,-1.1394,4.9846,4.8726,2.9456,3.3786,0.3956,-0.3734,1.4126,0.5836,6.1646,6.1346,8.1176,-3.0894,0.4456,4.9966,7.2176,-0.9024,4.8476,6.3236,4.8546,2.1686,3.9556,-1.9484,3.4246,0.8776,2.2586,1.7096,-1.8554,4.0596,0.9846,3.2426,2.6756,4.2826,5.8356,5.7766,3.0386,2.4606,3.1396,6.1196,3.6506,8.0656,1.7646,2.7446,1.5316,4.0486,-2.9444,5.6246,4.6226,-2.0574,0.2936,5.5426,-2.4664,6.2236,PPGL,4
S1291,2.0369,-0.1326,3.4379,5.4359,0.1679,0.4659,-1.9591,7.2349,4.6364,-0.6261,0.5649,7.8384,1.5519,1.9514,1.7494,6.7204,4.6714,-1.9226,4.4869,1.6389,1.8069,4.9099,6.0509,6.1439,1.0244,-0.9091,2.1429,3.3344,-1.8191,-1.0196,4.2819,3.1904,-6.9556,3.6399,-1.2706,2.7389,4.5739,1.7409,2.9614,5.4604,4.6399,5.2159,-1.8046,3.5154,5.6664,1.0334,4.6459,5.1329,3.5814,3.2434,0.7934,1.9469,2.4119,5.3044,0.2889,6.0869,1.4469,5.2379,4.4294,6.8549,-9.6206,6.4454,8.2809,2.1859,2.1694,4.9009,-0.4241,3.6174,5.4404,2.2899,5.9439,7.0519,7.6554,1.4234,7.2234,3.5839,4.6319,-0.4316,4.8424,4.0884,2.8849,3.7129,0.6369,1.2849,1.3369,-0.1526,7.5199,6.6044,6.0699,-2.5286,0.8899,3.8254,5.2659,-0.8696,5.0669,4.1324,4.4029,2.6674,4.6249,-1.2866,3.4264,1.3784,2.2844,3.4284,-1.8126,5.1469,-0.1141,2.9504,3.1884,5.3924,6.1054,6.7059,2.1959,2.6734,3.7759,7.4164,3.1289,5.8759,2.7564,2.5839,1.4259,3.3219,-3.1546,5.2429,3.8099,-2.0691,-0.1411,6.1979,-1.8601,6.6674,PHT,2
S1154,3.313,1.509,4.149,5.387,1.282,-0.705,-2.659,15.92,5.526,0.696,1.534,7.183,3.258,2.343,2.794,13.7836,3.918,-4.117,3.57,4.82,4.245,3.969,8.09,4.609,1.624,-1.531,3.629,4.405,-2.805,-2.135,4.843,1.521,-7.681,3.514,0.017,2.351,9.466,3.426,5.19,4.551,6.263,6.222,-2.978,5.401,4.104,1.638,3.644,7.642,2.948,4.395,1.996,2.984,4.159,4.747,-0.414,6.964,3.113,6.398,3.809,10.997,-10.335,8.537,6.421,1.893,4.714,6.099,-0.523,1.218,5.487,3.816,5.51,7.842,4.167,0.632,2.319,3.124,5.038,1.74,4.063,2.835,4.606,4.575,2.497,-2.382,0.354,-0.642,12.3386,6.094,5.786,-1.482,3.612,2.862,6.054,-1.628,5.182,4.66,3.747,5.223,5.257,0.676,2.948,2.017,4.341,4.89,-2.831,7.228,-1.029,1.756,1.833,4.077,5.922,5.54,2.671,4.492,5.703,7.69,3.451,7.713,2.583,1.921,3.916,2.36,-4.041,14.0366,3.678,-2.331,-0.457,6.576,-0.946,4.128,PHT,2
S1268,3.1104,0.9594,5.3264,12.4156,0.3934,-0.3056,-2.4696,15.92,5.1064,0.0864,1.2844,12.1914,2.0714,2.2264,2.0334,5.4654,4.7154,-3.4116,3.3494,3.0404,2.9804,3.9054,6.5014,4.7944,0.9964,-2.3746,2.5934,3.6894,-2.4116,-1.7096,3.9634,1.1364,-7.1206,3.5924,-0.7456,2.8394,5.0994,2.8724,10.2926,4.0974,4.7174,3.9994,-2.5806,3.9994,5.2404,1.7794,3.5924,7.9564,1.9064,4.7434,1.5134,2.4334,3.2014,3.5614,0.0674,12.1288,2.1754,7.4314,4.2474,10.0584,-11.3706,6.8594,5.8284,1.9424,4.2474,4.7994,-0.4986,2.7314,5.7564,3.3264,8.0924,6.6134,7.1944,1.1784,7.3804,2.6774,12.0314,0.9184,3.9234,2.5674,5.5594,4.7874,1.8114,0.8424,0.7984,-0.2016,5.4054,5.5034,5.5374,-2.0916,2.3594,3.5194,7.8004,-1.2336,4.9484,5.0684,4.4874,4.6174,3.7234,-0.2116,3.1154,1.0894,4.7024,4.1994,-2.5026,6.6174,-0.7966,2.3234,1.9184,2.7024,6.1814,5.2544,2.4034,3.6654,5.9434,7.7424,3.6974,13.3118,2.5644,2.4454,2.7434,2.7834,-3.8596,6.1994,3.3054,-2.2646,-1.6466,5.1424,-1.5506,5.2124,PPGL,4
S1070,2.5976,1.1986,4.3186,6.6246,0.8336,-0.3164,-2.4704,7.6626,5.4236,0.3236,0.3806,7.0366,2.4946,2.9496,2.4106,5.6546,6.1526,-3.7304,4.1276,3.6716,2.7076,5.3446,3.9086,5.1986,0.8216,0.0346,2.7836,3.4376,-2.4084,-1.3724,3.6416,2.0316,-7.4904,3.3096,-0.5164,2.4576,5.8876,2.7316,4.9936,5.5566,5.5816,4.6376,-2.6964,4.3016,5.1876,1.0136,4.1906,8.4996,4.3896,4.9276,1.6286,2.4886,3.9956,5.2136,0.5156,5.9886,2.7486,5.9966,4.4676,6.4026,-9.4134,6.4526,7.4966,2.5186,3.0466,4.5686,-0.5244,2.4746,6.4466,2.4906,7.2336,6.5706,6.1826,1.2016,6.0016,3.1956,7.6476,0.3146,4.7056,3.4146,3.4776,4.0436,1.8056,0.0906,1.3056,-0.5094,6.7066,6.7726,5.5086,-1.9164,2.1796,2.9476,7.1606,-1.0984,5.9196,5.3976,3.4836,3.9556,4.3796,-0.3954,3.8266,1.4666,3.5376,3.8726,-2.3814,5.6276,-0.7184,2.6856,2.9996,4.7706,7.6706,5.6236,2.6336,3.8496,4.4876,7.3806,2.7466,8.1746,2.3946,2.0806,2.9906,2.8756,-3.7654,5.7986,4.2666,-2.1404,-0.7614,6.0716,-1.2084,5.4216,PHT,2
S1107,1.9434,-1.2571,0.9909,3.0594,-0.4616,0.9644,-2.0511,6.7074,4.7594,-1.4396,0.4769,7.1349,0.7664,1.2159,0.9504,8.4059,1.5464,-1.9761,5.0179,3.8024,0.8519,4.5259,5.9039,6.6464,1.2889,-0.4466,1.3094,3.1724,-1.8676,-0.4166,4.3099,2.8914,-5.5106,2.1684,-2.3901,2.5629,5.5589,0.3944,2.1669,4.9214,4.1299,4.5199,-1.6336,2.4189,5.0579,0.5139,5.2379,4.1584,3.3614,3.0864,-0.0501,1.5214,2.2884,4.9394,2.1069,5.6244,1.0399,4.2514,5.3089,5.8814,-9.5841,6.4669,7.6334,1.8209,1.4454,5.2074,-1.5266,3.0054,5.0249,2.3394,7.0024,6.5359,5.7819,1.1424,3.3184,3.3889,2.5754,-1.1866,3.9544,5.0364,2.0029,3.4024,0.0039,-2.9231,1.2454,0.6294,5.7319,4.8589,6.2544,-3.3641,0.4744,2.8754,3.4739,-1.1596,4.5329,1.8834,3.3864,2.3299,5.4079,-1.8446,4.3364,0.6009,2.7109,2.3404,-1.8221,5.0169,0.8914,3.1784,2.0309,6.0184,8.5354,7.2604,1.6009,2.0344,2.6984,7.0404,3.3374,5.4329,1.8254,2.9279,1.6784,4.1834,-2.9991,4.8909,3.8009,-2.3571,0.0884,5.4404,-2.8066,6.4924,PHT,2
S1223,2.014,-0.327,2.794,4.907,0.244,0.357,-2.136,15.92,3.649,-0.515,0.532,7.501,2.281,1.965,1.623,8.829,2.693,-3.079,3.801,3.0,2.259,3.784,6.284,7.799,1.179,-1.111,1.811,2.881,-2.028,-1.052,4.455,2.622,-6.861,3.247,-1.165,2.577,3.974,2.461,4.69,4.131,4.347,3.382,-2.086,3.699,4.215,1.623,4.349,5.274,2.29,4.657,1.141,1.228,2.607,5.091,-0.715,5.639,1.724,6.965,4.463,5.369,-10.47,7.656,9.9,1.923,2.097,4.131,-0.59,2.53,8.365,2.901,6.491,4.182,4.18,1.65,3.834,2.874,4.161,-0.378,3.252,3.084,3.328,3.431,1.066,-3.099,0.777,-0.031,6.136,3.254,5.81,-2.546,1.214,2.631,5.431,-0.8,5.071,3.96,4.945,3.23,4.898,-1.15,2.896,0.956,2.065,3.116,-2.335,5.658,-0.003,2.851,1.431,5.228,6.221,5.77,1.727,2.523,3.553,6.445,3.211,5.869,2.663,1.993,1.999,2.818,-3.365,3.867,3.246,-2.027,-0.49,7.902,-1.958,5.224,PHT,2
S1272,1.6072,-1.4598,1.1882,3.2782,-0.7508,1.1942,-2.0458,9.5712,3.6872,-1.4658,0.3452,7.0982,0.7652,1.0532,0.7362,7.7362,1.4552,-1.4728,4.1402,3.7462,1.1962,4.3272,5.4652,9.8362,1.6362,-0.7758,0.8792,2.7322,-1.6688,-0.5578,4.6952,2.6902,-4.3058,1.8902,-2.4978,1.7982,4.4352,1.9182,2.8192,5.6372,3.5842,4.5652,-1.1228,2.0822,5.9422,0.7762,4.4232,3.8832,2.6212,2.6712,-0.0188,1.4832,1.5452,4.5622,-0.7488,5.1802,0.3482,4.9382,5.3082,5.0882,-10.0568,6.6282,9.3192,1.1512,1.5582,4.4622,-1.3348,3.2442,5.9062,2.6802,6.9592,5.7352,5.8832,0.7162,4.8322,3.1052,3.3032,-1.2238,3.9222,4.7712,2.7532,3.2192,0.0042,-0.4258,0.1412,0.7452,5.2692,4.9242,4.6562,-3.4508,-0.0228,4.5762,3.9872,-1.6438,4.6242,1.9022,3.1852,2.1312,4.6642,-2.1718,3.6762,0.1322,2.4462,2.1952,-1.9608,4.5192,2.0552,3.5592,1.9932,3.8692,6.4112,5.4492,2.8052,2.2622,3.7992,5.0962,3.4652,5.5542,1.3002,1.9902,0.8522,3.5172,-3.1488,4.4952,3.3432,-2.7208,-0.3898,6.0032,-3.2548,8.0922,PPGL,4
S1308,1.419,-1.812,1.106,2.783,-1.023,1.636,-2.004,7.542,4.458,-1.07,-0.515,8.302,0.602,0.678,0.725,5.124,0.949,-1.916,4.603,3.733,2.672,4.739,3.804,9.007,2.572,-0.607,0.236,4.218,-1.813,-0.102,5.703,3.027,-3.673,3.203,-2.751,1.283,4.806,2.601,4.017,5.026,3.588,3.912,-1.041,2.214,11.243,1.048,5.453,5.556,2.765,2.729,1.24,0.713,2.466,5.698,0.604,3.154,-0.213,3.762,6.359,5.673,-9.818,7.606,8.496,1.073,1.553,4.237,-1.882,2.829,5.648,3.332,5.625,14.8358,7.099,0.264,7.957,3.187,4.718,-0.511,4.991,4.917,4.443,4.52,0.459,3.458,0.194,0.415,5.978,8.663,4.872,-3.203,0.079,6.97,4.097,-2.474,4.936,2.361,3.634,2.412,3.726,-0.439,4.678,-0.22,2.188,1.564,-1.252,3.263,1.965,4.265,2.205,5.853,8.236,6.809,2.97,1.766,1.982,5.347,2.978,6.084,1.833,2.035,1.531,4.883,-2.388,4.66,4.416,-2.755,-0.788,6.424,-2.853,7.504,PHT,2
S1020,2.0736,-0.3624,4.2396,5.7596,0.2736,0.4626,-2.0444,15.92,3.9946,-0.4934,0.8016,5.2236,1.1096,1.8526,1.5216,6.3766,5.0346,-3.2594,4.8396,4.3606,1.7876,4.6266,4.7756,6.8186,1.0666,-0.9494,2.1146,3.4106,-1.7624,-0.8084,3.4866,2.6186,-6.2494,2.7106,-1.6974,2.4156,5.2676,2.0336,4.0156,5.0076,4.7766,4.7276,-2.1084,2.9416,2.6346,1.3546,5.0746,9.2296,3.2926,5.5656,0.6196,1.2216,2.7566,5.0456,0.1186,9.0346,1.9006,7.2986,4.2926,6.1616,-10.1864,6.0436,5.7426,2.2276,2.1226,4.0696,-0.6984,2.8666,6.0106,2.3706,6.0146,6.2426,6.0526,0.9786,4.3736,2.9716,5.5836,-0.6044,4.8276,3.3776,3.0256,3.4646,0.4156,-1.4904,0.8906,0.0526,6.0956,5.2666,6.2456,-2.6004,1.1936,2.9416,8.4426,-1.0894,6.4326,5.7886,4.1816,3.5196,4.9686,-1.4364,3.3886,0.9916,3.9226,2.8996,-1.9184,5.5196,0.2876,2.8366,2.3876,4.0046,6.7416,5.7246,1.8166,3.1106,3.1476,7.3236,3.1386,7.1726,3.1806,2.4886,2.1776,3.1016,-3.2884,5.1386,3.3836,-2.2994,-0.9534,5.5576,-1.9904,6.0046,PHT,2
S1231,2.0442,0.7802,2.0222,12.4156,-0.5238,-0.5618,-2.3208,15.92,3.3852,-1.4098,1.0582,12.1914,0.6632,0.5482,0.9062,4.6202,3.1282,-3.7378,4.9302,0.4962,2.5232,2.6992,5.2302,11.9874,1.0412,-2.0958,2.1122,3.1032,-2.5878,-0.8648,2.3682,3.9752,-6.1728,1.9852,-1.5808,2.0392,5.9402,1.3352,3.2642,3.2172,4.5522,4.1582,-2.8968,3.0822,5.4802,1.2152,4.8712,16.0466,1.4952,2.9502,0.2472,1.2162,3.6132,3.5292,2.9842,12.1288,2.8362,5.4962,5.3672,4.1022,-12.4168,7.6532,5.8272,2.2792,3.5662,4.8772,-1.7148,1.5702,4.1612,1.9202,7.9642,14.8358,4.5272,0.5172,3.5402,5.2112,5.2142,-0.5138,3.2352,3.3192,2.7342,4.8892,0.5232,-2.0958,1.4552,-0.7858,7.8692,5.5362,4.5552,-3.4468,1.8282,2.8572,4.7092,-1.4908,5.0542,4.0412,2.1382,2.6402,1.9332,-1.0788,5.1122,0.2512,5.0492,2.7982,-2.2738,7.0272,0.6352,3.1662,2.4032,3.2312,3.6112,3.7832,-0.2128,2.0112,3.8112,6.6252,2.8022,13.3118,1.5162,3.9632,2.9472,3.3292,-3.6568,14.0366,3.9532,-2.0708,-2.3548,5.5832,-2.4248,5.0662,PHT,2
