model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,roc_auc_macro,roc_auc_micro,roc_auc_weighted
KNearestNeighbours,KNN-17-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-18-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-19-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-20-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-21-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-22-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-23-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-24-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-25-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-26-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-27-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-28-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-29-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-30-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-1-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-2-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-3-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-4-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-5-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-6-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-7-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-8-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-9-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-10-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-11-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-12-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-13-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-14-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-15-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-16-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-17-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-18-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-19-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-20-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-21-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-22-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-23-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-24-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-25-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-26-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-27-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-28-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-29-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-30-6,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-1-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-2-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-3-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-4-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-5-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-6-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-7-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-8-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-9-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-10-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-11-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-12-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-13-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-14-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-15-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-16-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-17-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-18-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-19-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-20-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-21-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-22-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-23-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-24-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-25-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-26-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-27-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-28-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-29-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-30-7,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-1-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-2-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-3-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-4-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-5-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-6-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-7-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-8-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-9-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-10-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-11-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-12-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-13-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-14-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-15-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-16-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-17-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-18-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-19-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-20-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-21-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-22-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-23-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-24-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-25-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-26-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-27-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-28-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-29-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-30-8,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-1-9,,,,,,,,,,,,,,,,,,,,,,,
