model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,cohen_kappa,matthew_coef,tp_HV,tp_CS,tp_PA,tp_PHT,tp_PPGL,fp_HV,fp_CS,fp_PA,fp_PHT,fp_PPGL,tn_HV,tn_CS,tn_PA,tn_PHT,tn_PPGL,fn_HV,fn_CS,fn_PA,fn_PHT,fn_PPGL
GradientBoosting,GB-11-1,0.5035133948177426,0.52,0.5284936319718928,0.4632694103282338,0.52,0.52,0.52,0.4632694103282338,0.47195912614517266,0.52,0.5163387361992013,0.4646971145269938,0.4636675254846868,0.4634284539401663,0.52,0.5200000000000001,0.52,0.5169285027559076,0.5182026605361602,0.5188793575979418,0.37398562485508924,0.3767656357717591,15.0,1.0,9.0,8.0,6.0,7.0,2.0,14.0,10.0,3.0,47.0,67.0,44.0,47.0,59.0,6.0,5.0,8.0,10.0,7.0
GradientBoosting,GB-12-1,0.6097883597883598,0.5466666666666666,0.5877601410934744,0.5263161674926381,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5263161674926381,0.5478838808250572,0.5466666666666666,0.5506381461675579,0.5309180115156922,0.5279493315700837,0.5271129690914693,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5446926252457028,0.545062877928359,0.5455695773617758,0.40999537251272555,0.41709656739310036,15.0,3.0,10.0,8.0,5.0,6.0,1.0,17.0,8.0,2.0,48.0,68.0,41.0,49.0,60.0,6.0,3.0,7.0,10.0,8.0
GradientBoosting,GB-13-1,0.34858934169278993,0.44,0.41567398119122256,0.36872800402212164,0.44,0.44,0.44,0.36872800402212164,0.3489855072463768,0.44,0.41685024154589373,0.35784650630011455,0.36268946570670707,0.36501961498202334,0.44,0.44,0.44,0.4273583156057382,0.43300208412277374,0.43570655299180305,0.27083333333333337,0.27741726367868236,14.0,0.0,11.0,4.0,4.0,7.0,2.0,18.0,8.0,7.0,47.0,67.0,40.0,49.0,55.0,7.0,6.0,6.0,14.0,9.0
GradientBoosting,GB-14-1,0.4404761904761905,0.4666666666666667,0.47714285714285715,0.41251885369532426,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.41251885369532426,0.41341269841269845,0.4666666666666667,0.4594391534391535,0.4096483942414174,0.41049514770490186,0.41117929850380175,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4605066445182725,0.4629748211780599,0.46433861499468565,0.3068391866913124,0.3129657995307347,14.0,1.0,10.0,6.0,4.0,7.0,3.0,18.0,8.0,4.0,47.0,66.0,40.0,49.0,58.0,7.0,5.0,7.0,12.0,9.0
GradientBoosting,GB-15-1,0.5732402124729491,0.5333333333333333,0.5755136730277395,0.4887093298858005,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4887093298858005,0.5011329239236216,0.5333333333333333,0.5288010559638467,0.4892975001419354,0.48833922448874284,0.488332875179266,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.527567514757978,0.5298298293168784,0.5311221874143538,0.3902439024390244,0.39756281958752265,15.0,2.0,10.0,9.0,4.0,8.0,2.0,16.0,8.0,1.0,46.0,67.0,42.0,49.0,61.0,6.0,4.0,7.0,9.0,9.0
GradientBoosting,GB-16-1,0.5257971014492753,0.5333333333333333,0.5481159420289855,0.49074193780076125,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.49074193780076125,0.49819448843839087,0.5333333333333333,0.5311427867525428,0.4916116708001139,0.4908304018761326,0.490709825079223,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5303686163148956,0.5315015456774332,0.532170350848564,0.3937644341801386,0.39787612853871873,16.0,2.0,9.0,8.0,5.0,7.0,3.0,15.0,7.0,3.0,47.0,66.0,43.0,50.0,59.0,5.0,4.0,8.0,10.0,8.0
GradientBoosting,GB-17-1,0.5678571428571428,0.4666666666666667,0.5083333333333333,0.4109315521080227,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4109315521080227,0.4180555555555555,0.4666666666666667,0.4512962962962963,0.4078617571059432,0.40852412617341416,0.4093059000831924,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4560452196382429,0.4606072405637576,0.46291596644321886,0.29955638571095033,0.30685821632258237,15.0,1.0,10.0,5.0,4.0,9.0,0.0,18.0,9.0,4.0,45.0,69.0,40.0,48.0,58.0,6.0,5.0,7.0,13.0,9.0
GradientBoosting,GB-18-1,0.5614102564102563,0.48,0.5051965811965812,0.42342167636285283,0.48,0.48,0.48,0.42342167636285283,0.4303877916894187,0.48,0.46555267443377585,0.42267045454545454,0.42262150498094986,0.42285646484780404,0.48,0.47999999999999987,0.48,0.4721931818181818,0.4758168421895122,0.4774741479030711,0.3180228491489858,0.32051852152350463,16.0,1.0,8.0,6.0,5.0,10.0,0.0,12.0,10.0,7.0,44.0,69.0,46.0,47.0,55.0,5.0,5.0,9.0,12.0,8.0
GradientBoosting,GB-19-1,0.6557109557109557,0.5466666666666666,0.6063714063714064,0.4760109171873877,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.4760109171873877,0.48847700646966247,0.5466666666666666,0.535953838083581,0.4749875443651116,0.47468500800818114,0.47504182564463526,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5380930281547304,0.541733847699548,0.5436099505075185,0.4037877016600421,0.41181839430650824,16.0,1.0,10.0,10.0,4.0,6.0,0.0,16.0,10.0,2.0,48.0,69.0,42.0,47.0,60.0,5.0,5.0,7.0,8.0,9.0
GradientBoosting,GB-20-1,0.6259050636625008,0.5066666666666667,0.5698523342916935,0.44202398908281265,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.44202398908281265,0.45701534563223667,0.5066666666666667,0.4981434673478736,0.4421549962849049,0.4413041322696813,0.4414188939796865,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.49912105312742994,0.5022786014612983,0.5039384041405129,0.35072531586335987,0.35771630329966614,16.0,1.0,9.0,8.0,4.0,7.0,0.0,17.0,11.0,2.0,47.0,69.0,41.0,46.0,60.0,5.0,5.0,8.0,10.0,9.0
GradientBoosting,GB-21-1,0.37110232762406675,0.4666666666666667,0.43472990777338605,0.39326294620412267,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.39326294620412267,0.37949494949494944,0.4666666666666667,0.4477373737373737,0.38700717766138326,0.389998451496093,0.39130837874356394,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.45826100517689305,0.4623109634076615,0.46406607742773975,0.299719887955182,0.3026698519530915,14.0,0.0,8.0,8.0,5.0,9.0,0.0,15.0,10.0,6.0,45.0,69.0,43.0,47.0,56.0,7.0,6.0,9.0,10.0,8.0
GradientBoosting,GB-22-1,0.6092222222222222,0.5333333333333333,0.5649703703703703,0.48488113193995536,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.48488113193995536,0.5065223665223665,0.5333333333333333,0.5280923520923521,0.4886324713591804,0.4860641237977815,0.485415401645497,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5279924491735429,0.5301533798458596,0.5313397651154187,0.3891086804747499,0.3945138585074608,17.0,2.0,9.0,8.0,4.0,7.0,0.0,16.0,7.0,5.0,47.0,69.0,42.0,50.0,57.0,4.0,4.0,8.0,10.0,9.0
GradientBoosting,GB-23-1,0.6457109557109557,0.5333333333333333,0.5943714063714064,0.4648998060762766,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4648998060762766,0.4779506906801888,0.5333333333333333,0.5233222591362127,0.4641179791477204,0.46369599701917014,0.46400286460567425,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5250495498938608,0.5285470345127348,0.5303631972607652,0.38625204582651396,0.39393398227814225,16.0,1.0,10.0,9.0,4.0,6.0,0.0,16.0,11.0,2.0,48.0,69.0,42.0,46.0,60.0,5.0,5.0,7.0,9.0,9.0
GradientBoosting,GB-24-1,0.5504545454545455,0.5466666666666666,0.5626363636363637,0.480284421460892,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.480284421460892,0.48931339977851607,0.5466666666666666,0.5388482834994462,0.48026514974171697,0.4797326040485953,0.47983100299540843,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5407913916069729,0.5432821464706017,0.5445667208064122,0.40670079106561186,0.411945946972684,16.0,1.0,10.0,9.0,5.0,6.0,1.0,15.0,9.0,3.0,48.0,68.0,43.0,48.0,59.0,5.0,5.0,7.0,9.0,8.0
GradientBoosting,GB-25-1,0.3968652037617555,0.5066666666666667,0.45573249738766985,0.4258277670042376,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.4258277670042376,0.3987583351181552,0.5066666666666667,0.46617818709692777,0.4117858817513846,0.41822812878354876,0.4212122788389789,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.4865749418838165,0.4959145777797926,0.5001644463331175,0.3490499648135117,0.35885847697848716,18.0,0.0,10.0,4.0,6.0,11.0,0.0,15.0,7.0,4.0,43.0,69.0,43.0,50.0,58.0,3.0,6.0,7.0,14.0,7.0
GradientBoosting,GB-26-1,0.6599358974358974,0.56,0.601965811965812,0.4947353300294477,0.56,0.56,0.56,0.4947353300294477,0.5057794368396035,0.56,0.5449074990660508,0.49365612648221335,0.4934486419513501,0.49380532415905176,0.56,0.5599999999999999,0.56,0.5499920948616599,0.5543891158734063,0.5565539486300135,0.4207816522349638,0.4274773449803115,17.0,1.0,11.0,7.0,6.0,9.0,0.0,13.0,9.0,2.0,45.0,69.0,45.0,48.0,60.0,4.0,5.0,6.0,11.0,7.0
GradientBoosting,GB-27-1,0.6747252747252748,0.5866666666666667,0.6255677655677655,0.5323852617970266,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5323852617970266,0.5483687943262411,0.5866666666666667,0.5699385342789598,0.5308246837907855,0.5303801210896578,0.5309105612179343,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5734146926519809,0.5789406259384021,0.5818498213007417,0.45728291316526615,0.4706594018811985,19.0,2.0,12.0,6.0,5.0,7.0,0.0,16.0,6.0,2.0,47.0,69.0,42.0,51.0,60.0,2.0,4.0,5.0,12.0,8.0
GradientBoosting,GB-28-1,0.6761538461538461,0.5866666666666667,0.6252820512820514,0.5353515765280472,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5353515765280472,0.5587259371833839,0.5866666666666667,0.5783671057075312,0.538572580207989,0.5360777625823354,0.5355712997185005,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5787922971418844,0.5820086584611278,0.583752607535352,0.4575361642557162,0.46577128565445297,19.0,2.0,10.0,7.0,6.0,7.0,0.0,15.0,7.0,2.0,47.0,69.0,43.0,50.0,60.0,2.0,4.0,7.0,11.0,7.0
GradientBoosting,GB-29-1,0.3903896103896104,0.5066666666666667,0.4524848484848485,0.4258277670042376,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.4258277670042376,0.3973492845414028,0.5066666666666667,0.4665243568691845,0.41167203375714834,0.41825094263979246,0.42124561737426536,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.48723480712404155,0.49634021796593525,0.5004390118664489,0.3502692577850621,0.35914993854402544,18.0,0.0,10.0,4.0,6.0,10.0,0.0,15.0,7.0,5.0,44.0,69.0,43.0,50.0,57.0,3.0,6.0,7.0,14.0,7.0
GradientBoosting,GB-30-1,0.651602564102564,0.5466666666666666,0.5925213675213676,0.4829706241470947,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.4829706241470947,0.49602333927862785,0.5466666666666666,0.5338505884969452,0.4827865612648221,0.4821492069231016,0.4823188376725652,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5376732542819499,0.5415830895080579,0.5435359306119957,0.4032295810905687,0.4096459763076066,17.0,1.0,10.0,7.0,6.0,9.0,0.0,14.0,9.0,2.0,45.0,69.0,44.0,48.0,60.0,4.0,5.0,7.0,11.0,7.0
GradientBoosting,GB-31-1,0.6544871794871795,0.5866666666666667,0.6073931623931624,0.5533002944767651,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5533002944767651,0.5753345318407591,0.5866666666666667,0.5778251002874771,0.5572627181828395,0.5545471487691889,0.5538598572927723,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5793476728866012,0.5823952660643738,0.5840059685029987,0.4589248312776356,0.46586637876708764,19.0,3.0,10.0,7.0,5.0,7.0,0.0,14.0,7.0,3.0,47.0,69.0,44.0,50.0,59.0,2.0,3.0,7.0,11.0,8.0
GradientBoosting,GB-32-1,0.6413772893772894,0.6,0.6306021978021978,0.5471162824104001,0.6,0.6,0.6,0.5471162824104001,0.5639318615885855,0.6,0.5918288956297045,0.5484975413667699,0.5469702080812376,0.5468292607627194,0.6,0.6,0.6,0.5921004521775035,0.5952861844668879,0.5970402942929214,0.476378868978357,0.4856001054358499,19.0,2.0,11.0,7.0,6.0,6.0,1.0,15.0,7.0,1.0,48.0,68.0,43.0,50.0,61.0,2.0,4.0,6.0,11.0,7.0
GradientBoosting,GB-33-1,0.6290793650793651,0.5466666666666666,0.5786158730158729,0.48007613301730945,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.48007613301730945,0.4911118375649268,0.5466666666666666,0.534527623406342,0.4806883375656132,0.4799190362828295,0.4798802673097132,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5396029541350909,0.5428304630702108,0.5443393893153023,0.40462292785430776,0.4079166768014915,18.0,1.0,8.0,8.0,6.0,7.0,0.0,13.0,10.0,4.0,47.0,69.0,45.0,47.0,58.0,3.0,5.0,9.0,10.0,7.0
GradientBoosting,GB-34-1,0.6234065934065934,0.5466666666666666,0.5765641025641025,0.47124901242548295,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.47124901242548295,0.4739960500329164,0.5466666666666666,0.5223553507424475,0.46618934670642453,0.467838394298706,0.4690349187472179,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5319651064726967,0.5385142355047393,0.5416756422582364,0.4025304592314901,0.41203173400171744,19.0,1.0,10.0,7.0,4.0,9.0,0.0,15.0,6.0,4.0,45.0,69.0,43.0,51.0,58.0,2.0,5.0,7.0,11.0,9.0
GradientBoosting,GB-35-1,0.6831103678929766,0.6,0.6331661092530658,0.5464626876391583,0.6,0.6,0.6,0.5464626876391583,0.5701054890041123,0.6,0.5917051075749449,0.5504495504495505,0.5476967615608849,0.5470131597191803,0.6,0.6,0.6,0.5928871128871128,0.5958663363637494,0.5974310980154999,0.47478991596638653,0.4809823156723941,19.0,2.0,10.0,8.0,6.0,7.0,0.0,13.0,8.0,2.0,47.0,69.0,45.0,49.0,60.0,2.0,4.0,7.0,10.0,7.0
GradientBoosting,GB-36-1,0.6328962703962704,0.6133333333333333,0.625979020979021,0.5575737987502694,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.5575737987502694,0.5733231863394567,0.6133333333333333,0.604284293095307,0.5601851851851851,0.5583289344343351,0.5578885050455897,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.6067676767676767,0.6095841600342639,0.6110160867916444,0.49359720605355073,0.4988887724477556,19.0,2.0,10.0,9.0,6.0,7.0,1.0,12.0,7.0,2.0,47.0,68.0,46.0,50.0,60.0,2.0,4.0,7.0,9.0,7.0
